FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,MARITAL_STATUS,Stato civile,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y73,73 anni,99,Totale,2025,628166,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y74,74 anni,99,Totale,2025,642295,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y75,75 anni,99,Totale,2025,636663,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y76,76 anni,99,Totale,2025,653062,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y77,77 anni,99,Totale,2025,625960,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y78,78 anni,99,Totale,2025,611035,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y79,79 anni,99,Totale,2025,458190,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y80,80 anni,99,Totale,2025,458097,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y81,81 anni,99,Totale,2025,445800,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y82,82 anni,99,Totale,2025,426181,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y83,83 anni,99,Totale,2025,411005,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y84,84 anni,99,Totale,2025,428137,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y85,85 anni,99,Totale,2025,396225,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y86,86 anni,99,Totale,2025,356750,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y87,87 anni,99,Totale,2025,302913,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y88,88 anni,99,Totale,2025,255746,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y89,89 anni,99,Totale,2025,231624,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y90,90 anni,99,Totale,2025,195788,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y91,91 anni,99,Totale,2025,160798,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y92,92 anni,99,Totale,2025,130794,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y93,93 anni,99,Totale,2025,106448,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y94,94 anni,99,Totale,2025,87594,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y95,95 anni,99,Totale,2025,61289,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y96,96 anni,99,Totale,2025,44652,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y97,97 anni,99,Totale,2025,31846,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y98,98 anni,99,Totale,2025,21784,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y99,99 anni,99,Totale,2025,14528,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,Y_GE100,100 anni e più,99,Totale,2025,23548,e,Dato stimato
A,Annuale,IT,Italia,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,58934177,e,Dato stimato
