DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2019,57054,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2020,56650,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2021,56565,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2022,52668,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2023,48627,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,San Marino,2012,292,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,San Marino,2013,320,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,San Marino,2014,296,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,San Marino,2015,269,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,San Marino,2016,262,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,San Marino,2017,228,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,San Marino,2018,235,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,San Marino,2019,232,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,San Marino,2021,212,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,San Marino,2022,205,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2012,1279864,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2013,1283062,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2014,1337504,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2015,1325783,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2016,1309771,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2017,1291055,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2018,1248847,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2019,1183652,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2020,1112859,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2021,1079842,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2022,1035795,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Türkiye,2023,958408,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ukraine,2012,520705,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ukraine,2013,503657,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ukraine,2014,465882,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ukraine,2015,411781,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ukraine,2016,397037,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ukraine,2017,363987,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ukraine,2018,335874,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ukraine,2019,308817,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ukraine,2020,293457,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,United Kingdom,2012,812970,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,United Kingdom,2013,778358,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,United Kingdom,2014,775908,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,United Kingdom,2015,776746,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,United Kingdom,2016,774386,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,United Kingdom,2017,754754,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,United Kingdom,2018,730918,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,United Kingdom,2019,712699,p,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Kosovo*,2012,27743,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Kosovo*,2013,29327,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Kosovo*,2014,25929,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Kosovo*,2015,24594,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Kosovo*,2016,23416,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Kosovo*,2017,23402,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Kosovo*,2018,22761,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Kosovo*,2019,21798,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Kosovo*,2020,27709,p,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Kosovo*,2021,22830,,
