DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Georgia,2018,51138,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Georgia,2019,48296,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Georgia,2020,46520,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Georgia,2021,45946,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Georgia,2022,42319,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Georgia,2023,40214,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2012,41771,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2013,39939,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2014,39566,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2015,37503,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2016,37537,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2017,36556,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2018,36945,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2019,36135,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2020,35845,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2021,36508,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2022,33883,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Croatia,2023,32170,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2012,90269,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2013,89524,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2014,93281,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2015,92135,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2016,95361,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2017,94646,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2018,93467,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2019,93100,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2020,93807,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2021,94003,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2022,89669,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Hungary,2023,87671,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2012,71674,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2013,68954,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2014,67295,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2015,65536,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2016,63841,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2017,61824,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2018,61022,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2019,59289,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2020,55959,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2021,60553,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2022,54411,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Ireland,2023,54472,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2012,4533,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2013,4326,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2014,4375,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2015,4129,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2016,4034,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2017,4071,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2018,4228,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2019,4452,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2020,4512,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2021,4879,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2022,4391,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Iceland,2023,4315,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2012,534186,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2013,514308,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2014,502596,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2015,485780,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2016,473438,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2017,458151,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2018,439747,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2019,420084,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2020,404892,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2021,400249,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2022,393333,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Italy,2023,379890,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2012,357,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2013,339,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2014,372,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2015,325,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2016,378,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2017,338,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2018,378,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2019,356,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2020,353,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2021,375,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2022,364,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Liechtenstein,2023,361,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2012,29944,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2013,28861,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2014,29364,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2015,30065,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2016,29514,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2017,27911,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2018,26792,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2019,24973,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2020,23556,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2021,23330,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2022,22068,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Lithuania,2023,20623,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2012,6026,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2013,6115,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2014,6070,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2015,6115,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2016,6050,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2017,6174,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2018,6274,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2019,6230,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2020,6459,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2021,6690,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2022,6495,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Luxembourg,2023,6320,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2012,19897,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2013,20596,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2014,21746,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2015,21979,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2016,21968,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2017,20828,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2018,19314,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2019,18786,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2020,17552,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2021,17420,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2022,15954,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Latvia,2023,14490,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Monaco,2015,308,e,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Monaco,2016,295,e,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Monaco,2018,227,e,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Monaco,2023,247,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2012,39435,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2013,37871,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2014,38616,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2015,40547,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2016,37394,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2017,36363,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2018,34537,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2019,32423,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2020,30730,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2021,29230,p,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2022,26952,p,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Moldova,2023,24123,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2012,7459,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2013,7475,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2014,7529,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2015,7386,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2016,7569,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2017,7432,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2018,7264,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2019,7223,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2020,7097,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2021,7033,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2022,7021,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Montenegro,2023,7008,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2012,23568,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2013,23138,e,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2014,23596,e,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2015,23075,e,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2016,23002,e,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2017,21754,e,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2018,21333,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2019,19845,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2020,19031,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2021,18648,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2022,18073,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,North Macedonia,2023,16737,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2012,4130,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2013,4032,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2014,4191,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2015,4325,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2016,4476,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2017,4319,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2018,4444,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2019,4350,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2020,4414,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2021,4395,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2022,4309,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Malta,2023,4462,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2012,175959,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2013,171341,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2014,175181,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2015,170510,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2016,172520,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2017,169836,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2018,168525,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2019,169680,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2020,168681,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2021,179441,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2022,167504,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Netherlands,2023,164487,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2012,60255,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2013,58878,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2014,58976,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2015,58815,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2016,58890,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2017,56633,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2018,55120,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2019,54495,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2020,52979,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2021,56060,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2022,51480,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Norway,2023,51983,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2012,386257,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2013,369576,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2014,375160,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2015,369308,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2016,382257,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2017,401982,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2018,388178,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2019,374954,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2020,355309,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2021,331511,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2022,305132,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Poland,2023,272451,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2012,89841,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2013,82787,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2014,82367,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2015,85500,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2016,87126,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2017,86154,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2018,87020,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2019,86579,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2020,84530,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2021,79582,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2022,83671,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Portugal,2023,85699,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2012,201104,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2013,188599,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2014,198740,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2015,201995,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2016,205773,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2017,210590,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2018,202744,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2019,199720,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2020,198302,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2021,193191,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2022,178233,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Romania,2023,160078,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2012,67257,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2013,65554,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2014,66461,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2015,65657,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2016,64734,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2017,64894,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2018,63975,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2019,64399,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2020,61692,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2021,62180,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2022,62700,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Serbia,2023,61052,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Russia,2013,1895822,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Russia,2014,1913472,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2012,113177,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2013,113593,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2014,114907,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2015,114870,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2016,117425,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2017,115416,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2018,115832,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2019,114523,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2020,113077,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2021,114263,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2022,104734,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Sweden,2023,100051,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2012,21938,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2013,21111,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2014,21165,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2015,20641,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2016,20345,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2017,20241,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2018,19585,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2019,19328,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2020,18767,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2021,18984,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2022,17627,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovenia,2023,16989,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2012,55535,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2013,54823,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2014,55033,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2015,55602,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2016,57557,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2017,57969,,
ESTAT:TPS00204(1.0),12/05/25 23:00:00,Annual,Live births - number,Slovakia,2018,57639,,
